"adsh","cik_id","name","sic","countryba","stprba","cityba","zipba","bas1","bas2","baph","countryma","stprma","cityma","zipma","mas1","mas2","countryinc","stprinc","ein_id","former","changed","afs","wksi","fye","form","period","fy","fp","filed","accepted","prevrpt","detail","instance","nciks","aciks","edgar_year"
"0000950123-10-016787",1037868,"AMETEK INC/",3621,"US","PA","PAOLI","19301","37 NORTH VALLEY RD.","BUILDING 4, POB 1764","6106472121","US","PA","PAOLI","19301","37 NORTH VALLEY RD.","BUILDING 4, POB 1764","US","DE",141682544,"AMETEK AEROSPACE PRODUCTS INC",19970415,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 11:30:00.0",0,0,"ame",1,"","2010Q1"
"0000950123-10-016801",217346,"TEXTRON INC",3720,"US","RI","PROVIDENCE","02903","40 WESTMINSTER ST","","4014212800","US","RI","PROVIDENCE","02903","40 WESTMINSTER ST","","US","DE",50315468,"AMERICAN TEXTRON INC",19710510,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 12:03:00.0",0,0,"txt",1,"","2010Q1"
"0000950123-10-016821",1126294,"RRI ENERGY INC",4911,"US","TX","HOUSTON","77002","1000 MAIN STREET","","713-497-3000","US","TX","HOUSTON","77002","1000 MAIN STREET","","US","DE",760655566,"RELIANT ENERGY INC",20040423,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 12:31:00.0",0,0,"rri",1,"","2010Q1"
"0000950123-10-016846",93410,"CHEVRON CORP",2911,"US","CA","SAN RAMON","94583","6001 BOLLINGER CANYON ROAD","","925-842-1000","US","CA","SAN RAMON","94583","6001 BOLLINGER CANYON ROAD","","US","DE",940890210,"CHEVRONTEXACO CORP",20011009,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 12:56:00.0",0,0,"cvx",1,"","2010Q1"
"0000950123-10-016933",1130385,"FOSTER WHEELER AG",1600,"US","NJ","CLINTON","08809","PERRYVILLE CORPORATE PARK","SERVICE ROAD EAST 173","9087304270","US","NJ","CLINTON","08809","PERRYVILLE CORPORATE PARK","SERVICE ROAD EAST 173","BM","",223802649,"FOSTER WHEELER LTD",20001221,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 14:16:00.0",0,0,"fwlt",1,"","2010Q1"
"0000950123-10-016994",46640,"HEINZ H J CO",2030,"US","PA","PITTSBURGH","15222-5448","1 PPG PLACE","SUITE 3100","4124565700","US","PA","PITTSBURGH","15230","P O BOX 57","P O BOX 57","US","PA",250542520,"",NA,"1-LAF",1,430,"10-Q",20100131,2010,"Q3",20100225,"2010-02-25 15:26:00.0",0,0,"hnz",1,"","2010Q1"
"0000950123-10-017074",1424847,"LORILLARD, INC.",2111,"US","NC","GREENSBORO","27408","714 GREEN VALLEY ROAD","","336.335.7000","US","NC","GREENSBORO","27408","714 GREEN VALLEY ROAD","","US","DE",131911176,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 16:23:00.0",0,0,"lo",1,"","2010Q1"
"0000950123-10-017084",1018963,"ALLEGHENY TECHNOLOGIES INC",3317,"US","PA","PITTSBURGH","15222","1000 SIX PPG PLACE","","4123942800","US","PA","PITTSBURGH","15222","100 SIX PPG PLACE","","US","DE",251792394,"ALLEGHENY TELEDYNE INC",19960716,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 16:26:00.0",0,0,"ati",1,"","2010Q1"
"0000950123-10-017093",1090012,"DEVON ENERGY CORP/DE",1311,"US","OK","OKLAHOMA CITY","73102","20 N BROADWAY","STE 1500","4052353611","US","OK","OKLAHOMA CITY","73102","20 N BROADWAY","STE 1500","US","DE",731567067,"DEVON DELAWARE CORP",19990707,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 16:32:00.0",0,0,"dvn",1,"","2010Q1"
"0000950123-10-017111",1037016,"NII HOLDINGS INC",4812,"US","VA","RESTON","20191","10700 PARKRIDGE BLVD","SUITE 600","7034334000","US","VA","RESTON","20191","10700 PARKRIDGE BLVD","SUITE 600","US","DE",911671412,"NEXTEL INTERNATIONAL INC",19970919,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 16:43:00.0",0,0,"nihd",1,"","2010Q1"
"0000950123-10-017170",316206,"STARWOOD HOTEL & RESORTS WORLDWIDE INC",7011,"US","NY","WHITE PLAINS","10604","1111 WESTCHESTER AVENUE","","9146408100","US","AZ","PHOENIX","85016","2231 E CAMELBACK RD. 4TH FL","SUITE 4O0","US","MD",521193298,"STARWOOD LODGING CORP",19950215,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 17:22:00.0",0,0,"hot",1,"","2010Q1"
"0000950123-10-017177",1136869,"ZIMMER HOLDINGS INC",3842,"US","IN","WARSAW","46580","345 EAST MAIN STREET","","5742676131","US","IN","WARSAW","46580","345 EAST MAIN STREET","","US","DE",134151777,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 17:25:00.0",0,0,"zmh",1,"","2010Q1"
"0000950123-10-017187",1163165,"CONOCOPHILLIPS",2911,"US","TX","HOUSTON","77079","CONOCOPHILLIPS","600 NORTH DAIRY ASHFORD ROAD","2812931000","US","TX","HOUSTON","77079","CONOCOPHILLIPS","600 NORTH DAIRY ASHFORD ROAD","US","DE",10562944,"CORVETTEPORSCHE CORP",20011204,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 17:30:00.0",0,0,"cop",1,"","2010Q1"
"0001047469-10-001324",1063761,"SIMON PROPERTY GROUP INC /DE/",6798,"US","IN","INDIANAPOLIS","46204-3438","225 WEST WASHINGTON STREET","","317-636-1600","US","IN","INDIANAPOLIS","46204-3438","225 WEST WASHINGTON STREET","","US","DE",46268599,"CORPORATE PROPERTY INVESTORS INC",19980610,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 11:12:00.0",0,0,"spg",1,"","2010Q1"
"0001047469-10-001355",899051,"ALLSTATE CORP",6331,"US","IL","NORTHBROOK","60062","2775 SANDERS ROAD","","8474025000","US","IL","NORTHBROOK","60062","2775 SANDERS ROAD","","US","DE",363871531,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 16:32:00.0",0,0,"all",1,"","2010Q1"
"0001047469-10-001356",1124198,"FLUOR CORP",1600,"US","TX","IRVING","75039","6700 LAS COLINAS BLVD","","4693987000","US","TX","IRVING","75039","6700 LAS COLINAS BLVD","","US","DE",330927079,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 16:39:00.0",0,0,"flr",1,"","2010Q1"
"0001047469-10-001362",1355096,"LIBERTY MEDIA CORP",4841,"US","CO","ENGLEWOOD","80112","12300 LIBERTY BOULEVARD","","7208755400","US","CO","ENGLEWOOD","80112","12300 LIBERTY BOULEVARD","","","",841288730,"LIBERTY MEDIA HOLDING CORP",20060303,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 16:43:00.0",0,0,"lcapa",1,"","2010Q1"
"0001047469-10-001364",1324404,"CF INDUSTRIES HOLDINGS, INC.",2870,"US","IL","DEERFIELD","60015","4 PARKWAY NORTH","SUITE 400","(847) 405-2400","US","IL","DEERFIELD","60015","4 PARKWAY NORTH","SUITE 400","US","DE",202697511,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 16:46:00.0",0,0,"cf",1,"","2010Q1"
"0001047469-10-001402",813828,"CBS CORP",4833,"US","NY","NEW YORK","10019","51 WEST 52ND STREET","35TH FLOOR","2129754321","US","NY","NEW YORK","10019","51 WEST 52ND STREET","35TH FLOOR","US","DE",42949533,"VIACOM INC",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 17:11:00.0",0,0,"cbs",1,"","2010Q1"
"0001104659-10-009750",1053112,"CABLEVISION SYSTEMS CORP /NY",4841,"US","NY","BETHPAGE","11714","1111 STEWART AVENUE","","5163806230","US","NY","BETHPAGE","11714","1111 STEWART AVENUE","","US","DE",112776686,"",NA,"1-LAF",0,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 16:59:00.0",0,0,"cvc",2,"784681","2010Q1"
"0001140361-10-008295",1357615,"KBR, INC.",1600,"US","TX","HOUSTON","77002","601 JEFFERSON STREET","SUITE 3400","(713) 753-3834","US","TX","HOUSTON","77002","601 JEFFERSON STREET","SUITE 3400","US","DE",204536774,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 06:05:00.0",0,0,"kbr",1,"","2010Q1"
"0001140361-10-008522",21665,"COLGATE PALMOLIVE CO",2844,"US","NY","NEW YORK","10022","300 PARK AVE","","2123102000","US","NY","NEW YORK","10022","300 PARK AVE","14TH FLOOR","US","DE",131815595,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 17:18:00.0",0,0,"cl",1,"","2010Q1"
"0001157523-10-001218",37996,"FORD MOTOR CO",3711,"US","MI","DEARBORN","48126","ONE AMERICAN ROAD","","3133223000","US","MI","DEARBORN","48126","ONE AMERICAN RD","","US","DE",380549190,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 14:03:00.0",0,0,"f",1,"","2010Q1"
"0001193125-10-039749",891456,"PLAINS EXPLORATION & PRODUCTION CO",1311,"US","TX","HOUSTON","77002","700 MILAM STREET","SUITE 3100","7135796000","US","TX","HOUSTON","77002","700 MILAM STREET","SUITE 3100","US","DE",330430755,"PLAINS EXPLORATION & PRODUCTION CO L P",20020619,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 07:48:00.0",0,0,"pxp",1,"","2010Q1"
"0001193125-10-039864",9892,"BARD C R INC /NJ/",3841,"US","NJ","MURRAY HILL","07974","730 CENTRAL AVE","","9082778000","US","NJ","MURRAY HILL","07974","730 CENTRAL AVENUE","","US","NJ",221454160,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 09:08:00.0",0,0,"bcr",1,"","2010Q1"
"0001193125-10-040106",1103982,"KRAFT FOODS INC",2000,"US","IL","NORTHFIELD","60093","THREE LAKES DRIVE","","8476462000","US","IL","NORTHFIELD","60093","THREE LAKES DRIVE","","US","VA",522284372,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 11:55:00.0",0,0,"kft",1,"","2010Q1"
"0001193125-10-040142",906107,"EQUITY RESIDENTIAL",6798,"US","IL","CHICAGO","60606","EQUITY RESIDENTIAL","TWO NORTH RIVERSIDE PLAZA, SUITE 400","3129281178","US","IL","CHICAGO","60606","TWO NORTH RIVERSIDE PLAZA","SUITE 400","US","MD",363877868,"EQUITY RESIDENTIAL PROPERTIES TRUST",19930524,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 12:19:00.0",0,0,"eqr",1,"","2010Q1"
"0001193125-10-040175",8868,"AVON PRODUCTS INC",2844,"US","NY","NEW YORK","10105-0196","1345 AVENUE OF THE AMERICAS","","212-282-5000","US","NY","NEW  YORK","10105-0196","1345 AVENUE OF THE AMERICAS","","US","NY",130544597,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 12:40:00.0",0,0,"avp",1,"","2010Q1"
"0001193125-10-040348",868809,"XTO ENERGY INC",1311,"US","TX","FORT WORTH","76102","810 HOUSTON ST","STE 2000","8178702800","US","TX","FORT WORTH","76102","810 HOUSTON STREET","STE 2000","US","DE",752347769,"CROSS TIMBERS OIL CO",19940801,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 14:05:00.0",0,0,"xto",1,"","2010Q1"
"0001193125-10-040444",316709,"SCHWAB CHARLES CORP",6211,"US","CA","SAN FRANCISCO","94105","211 MAIN STREET","","4156367000","US","CA","SAN FRANCISCO","94105","211 MAIN STREET","","US","DE",943025021,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 14:43:00.0",0,0,"schw",1,"","2010Q1"
"0001193125-10-040500",1058290,"COGNIZANT TECHNOLOGY SOLUTIONS CORP",7371,"US","NJ","TEANECK","07666","500 FRANK W. BURR BLVD.","","2018010233","US","NJ","TEANECK","07666","500 FRANK W. BURR BLVD.","","","",133728359,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 15:07:00.0",0,0,"ctsh",1,"","2010Q1"
"0001193125-10-040508",788784,"PUBLIC SERVICE ENTERPRISE GROUP INC",4931,"US","NJ","NEWARK","07102-4194","CORPORATE ACCOUNTING SERVICES","80 PARK PLAZA, 9TH FLOOR","973-430-7000","US","NJ","NEWARK","07102-4194","CORPORATE ACCOUNTING SERVICES","80 PARK PLAZA, 9TH FLOOR","US","NJ",222625848,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 15:10:00.0",0,0,"peg",3,"81033 1158659","2010Q1"
"0001193125-10-040520",936468,"LOCKHEED MARTIN CORP",3760,"US","MD","BETHESDA","20817","6801 ROCKLEDGE DR","","3018976000","US","MD","BETHESDA","20817","6801 ROCKLEDGE DRIVE","","US","MD",521893632,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 15:14:00.0",0,0,"lmt",1,"","2010Q1"
"0001193125-10-040686",73309,"NUCOR CORP",3312,"US","NC","CHARLOTTE","28211","2100 REXFORD RD","","7043667000","US","NC","CHARLOTTE","28211","2100 REXFORD ROAD","","US","DE",131860817,"NUCLEAR CORP OF AMERICA INC",19680911,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 16:16:00.0",0,0,"nue",1,"","2010Q1"
"0001193125-10-040773",927066,"DAVITA INC",8090,"US","CA","EL SEGUNDO","90245","601 HAWAII STREET","","3105362400","US","CA","EL SEGUNDO","90245","601 HAWAII STREET","","US","DE",510354549,"TOTAL RENAL CARE HOLDINGS INC",19950524,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 16:45:00.0",0,0,"dva",1,"","2010Q1"
"0001193125-10-040793",849213,"PLUM CREEK TIMBER CO INC",6798,"US","WA","SEATTLE","98104-4040","999 THIRD AVENUE","SUITE 4300","(206)467-3600","US","WA","SEATTLE","98104-4040","999 THIRD AVENUE","SUITE 4300","US","DE",911912863,"PLUM CREEK TIMBER CO L P",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 16:48:00.0",0,0,"pcl",1,"","2010Q1"
"0001193125-10-040826",1037540,"BOSTON PROPERTIES INC",6798,"US","MA","BOSTON","02199","800 BOYLSTON STREET","SUITE 1900","6172363300","US","MA","BOSTON","02199","800 BOYLSTON STREET","SUITE 1900","US","DE",42473675,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 16:57:00.0",0,0,"bxp",1,"","2010Q1"
"0001193125-10-040857",277595,"ENERGEN CORP",4924,"US","AL","BIRMINGHAM","35203-2707","605 RICHARD ARRINGTON JR BLVD N","","2053262997","US","AL","BIRMINGHAM","35203","605 RICHARD ARRINGTON JR BLVD N","","US","AL",630757759,"ALAGASCO INC",19851002,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 17:03:00.0",0,0,"egn",2,"3146","2010Q1"
"0001193125-10-040916",51434,"INTERNATIONAL PAPER CO /NEW/",2621,"US","TN","MEMPHIS","38197","6400 POPLAR AVENUE","","901-419-7000","US","TN","MEMPHIS","38197","6400 POPLAR AVENUE","","US","NY",130872805,"INTERNATIONAL PAPER & POWER CORP",19710527,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 17:18:00.0",0,0,"ip",1,"","2010Q1"
"0001193125-10-040943",1267238,"ASSURANT INC",6321,"US","NY","NEW YORK","","","","","US","NY","NEW YORK","10005","ONE CHASE MANHATTAN PLAZA","","","",391126612,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 17:27:00.0",0,0,"aiz",1,"","2010Q1"
"0001193125-10-040947",1373835,"SPECTRA ENERGY CORP.",4923,"US","TX","HOUSTON","77056","5400 WESTHEIMER COURT","","704-382-8160","US","TX","HOUSTON","77056","5400 WESTHEIMER COURT","","US","DE",205413139,"GAS SPINCO, INC.",20060825,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 17:28:00.0",0,0,"se",1,"","2010Q1"
"0000920148-10-000021",920148,"LABORATORY CORP OF AMERICA HOLDINGS",8071,"US","NC","BURLINGTON","27215","358 S MAIN ST","","3362291127","US","NC","BURLINGTON","27215","358 S MAIN ST","","US","DE",133757370,"NATIONAL HEALTH LABORATORIES HOLDINGS INC",19940314,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 15:21:00.0",0,0,"lh",1,"","2010Q1"
"0000950123-10-015884",315852,"RANGE RESOURCES CORP",1311,"US","TX","FT WORTH","76102","100 THROCKMORTON  STE. 1200","","817-870-2601","US","TX","FT WORTH","76102","100 THROCKMORTON  STE. 1200","","US","DE",341312571,"LOMAK PETROLEUM INC",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-23 19:46:00.0",0,0,"rrc",1,"","2010Q1"
"0000950123-10-016029",19617,"J P MORGAN CHASE & CO",6021,"US","NY","NEW YORK","10017","270 PARK AVE","38TH FL","2122706000","US","NY","NEW YORK","10017","270 PARK AVENUE","","US","DE",132624428,"CHASE MANHATTAN CORP /DE/",19960402,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 06:19:00.0",0,0,"jpm",1,"","2010Q1"
"0000950123-10-016198",89800,"SHERWIN WILLIAMS CO",5200,"US","OH","CLEVELAND","44115","101 PROSPECT AVE NW","","2165662200","","","","","","","US","OH",340526850,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 12:54:00.0",0,0,"shw",1,"","2010Q1"
"0000950123-10-016328",64040,"MCGRAW-HILL COMPANIES INC",2731,"US","NY","NEW YORK","10020","1221 AVENUE OF THE AMERICAS","","2125122000","US","NY","NEW YORK","10020","1221 AVENUE OF THE AMERICAS","","US","NY",131026995,"MCGRAW HILL INC",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 15:46:00.0",0,0,"mhp",1,"","2010Q1"
"0000950123-10-016360",39899,"GANNETT CO INC /DE/",2711,"US","VA","MCLEAN","22107-0910","7950 JONES BRANCH DRIVE","","7038546000","US","VA","MCLEAN","22107-0910","7950 JONES BRANCH DRIVE","","US","DE",160442930,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 16:17:00.0",0,0,"gci",1,"","2010Q1"
"0000950123-10-016361",1060391,"REPUBLIC SERVICES, INC.",4953,"US","AZ","PHOENIX","85054","18500 N. ALLIED WAY","","480 627 2700","US","AZ","PHOENIX","85054","18500 N. ALLIED WAY","","US","DE",650716904,"REPUBLIC SERVICES INC",19980423,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 16:17:00.0",0,0,"rsg",1,"","2010Q1"
"0000950123-10-016370",885721,"EXPRESS SCRIPTS INC",5912,"US","MO","ST LOUIS","63121","ONE EXPRESS WAY","","3149960900","US","MO","ST LOUIS","63121","ONE EXPRESS WAY","","US","DE",431420563,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 16:29:00.0",0,0,"esrx",1,"","2010Q1"
"0000950123-10-016384",30625,"FLOWSERVE CORP",3561,"US","TX","IRVING","75039","5215 N. O'CONNOR BLVD.","SUITE 2300","9724436500","US","TX","IRVING","75039","5215 N. O'CONNOR BLVD.","SUITE 2300","US","NY",310267900,"DURCO INTERNATIONAL INC",19970508,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 16:37:00.0",0,0,"fls",1,"","2010Q1"
"0000950123-10-016425",1064728,"PEABODY ENERGY CORP",1221,"US","MO","ST LOUIS","63101-1826","701 MARKET ST","","3143423400","US","MO","ST LOUIS","63101-1826","701 MARKET ST","","US","DE",134004153,"P&L COAL HOLDINGS CORP",19980623,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 17:14:00.0",0,0,"btu",1,"","2010Q1"
"0001047469-10-001174",820027,"AMERIPRISE FINANCIAL INC",6282,"US","MN","MINNEAPOLIS","55474","1099 AMERIPRISE FINANCIAL CENTER","","612-671-2018","US","MN","MINNEAPOLIS","55474","1099 AMERIPRISE FINANCIAL CENTER","","US","DE",133180631,"AMERICAN EXPRESS FINANCIAL CORP",20030513,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-23 18:48:00.0",0,0,"amp",1,"","2010Q1"
"0001104659-10-009153",97216,"TEREX CORP",3537,"US","CT","WESTPORT","06880","200 NYALA FARM ROAD","","2032227170","US","CT","WESTPORT","06880","200 NYALA FARM ROAD","","US","DE",341531521,"BLACK MAMMOTH CONSOLIDATED MINING CO",19671002,"1-LAF",0,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 15:30:00.0",0,0,"tex",1,"","2010Q1"
"0001144204-10-009642",1121788,"GARMIN LTD",3812,"KY","","CAMANA BAY","KY1-1006","PO BOX 10670, GRAND CAYMAN KY1-1006","STE. 3206B, 45 MARKET ST., GARDENIA CT.","9133978200","US","KS","OLATHE","66062","C/O GARMIN INTERNATIONAL INC","1200 E 151ST STREET","","",980229227,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 12:36:00.0",0,0,"grmn",1,"","2010Q1"
"0001157523-10-001176",1043219,"ANNALY CAPITAL MANAGEMENT INC",6798,"US","NY","NEW YORK","10036","1211 AVENUE OF THE AMERICAS","","212 696 0100","US","NY","NEW YORK","10036","1211 AVENUE OF THE AMERICAS","","US","MD",223479661,"ANNALY MORTGAGE MANAGEMENT INC",19970729,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 16:46:00.0",0,0,"nly",1,"","2010Q1"
"0001193125-10-037944",877890,"CITRIX SYSTEMS INC",7372,"US","FL","FORT LAUDERDALE","33309","851 WEST CYPRESS CREEK ROAD","","9542673000","US","FL","FL LAUDERDALE","33309","851 WEST CYPRESS CREEK ROAD","","US","DE",752275152,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-23 21:30:00.0",0,0,"ctxs",1,"","2010Q1"
"0001193125-10-038294",789073,"FORTUNE BRANDS INC",3430,"US","IL","DEERFIELD","60015","520 LAKE COOK ROAD","","8474844400","US","IL","DEERFIELD","60015","520 LAKE COOK ROAD","","US","DE",133295276,"AMERICAN BRANDS INC /DE/",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 08:43:00.0",0,0,"fo",1,"","2010Q1"
"0001193125-10-038391",1047122,"RAYTHEON CO/",3812,"US","MA","WALTHAM","02451-1449","870 WINTER STREET","","781-522-3031","US","MA","WALTHAM","02451-1449","870 WINTER STREET","","US","DE",951778500,"HE HOLDINGS INC",19971001,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 10:09:00.0",0,0,"rtn",1,"","2010Q1"
"0001193125-10-038621",55785,"KIMBERLY CLARK CORP",2670,"US","TX","IRVING","75038","351 PHELPS DRIVE","","9722811200","US","TX","DALLAS","75261-9100","P O BOX 619100","DFW AIRPORT STATION","US","DE",390394230,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 13:39:00.0",0,0,"kmb",1,"","2010Q1"
"0001193125-10-038642",63276,"MATTEL INC /DE/",3942,"US","CA","EL SEGUNDO","90245","333 CONTINENTAL BLVD","","3102522000","","","","","","","US","DE",951567322,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 13:55:00.0",0,0,"mat",1,"","2010Q1"
"0001193125-10-038679",60086,"LOEWS CORP",6331,"US","NY","NEW YORK","10065-8087","667 MADISON AVE","","212-521-2000","US","NY","NEW YORK","10065-8087","667 MADISON AVE","","US","DE",132646102,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 14:21:00.0",0,0,"l",1,"","2010Q1"
"0001193125-10-038766",884905,"PRAXAIR INC",2810,"US","CT","DANBURY","06810-5113","39 OLD RIDGEBURY RD","","2038372000","US","CT","DANBURY","06810-5113","39 OLD RIDGEBURY ROAD","","US","DE",61249050,"UNION CARBIDE INDUSTRIAL GASES INC",19600201,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 15:26:00.0",0,0,"px",1,"","2010Q1"
"0001193125-10-038824",1163302,"UNITED STATES STEEL CORP",3312,"US","PA","PITTSBURGH","15219-2800","600 GRANT ST","ROOM 1500","415 433 2967","US","","PITTSBURGH","15219-2800","600 GRANT STREET","","US","DE",251897152,"UNITED STATES STEEL LLC",20011205,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 15:55:00.0",0,0,"x",1,"","2010Q1"
"0001193125-10-038834",1282266,"WINDSTREAM CORP",4813,"US","AR","LITTLE ROCK","72212","4001 RODNEY PARHAM RD.","","5017487000","US","AR","LITTLE ROCK","72212","4001 RODNEY PARHAM RD.","","US","DE",200792300,"VALOR COMMUNICATIONS GROUP INC",20040326,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 15:58:00.0",0,0,"win",1,"","2010Q1"
"0001193125-10-038962",29669,"RR DONNELLEY & SONS CO",2750,"US","IL","CHICAGO","60606","111 SOUTH WACKER DRIVE","","3123268000","US","IL","CHICAGO","60606","111 SOUTH WACKER DRIVE","","US","DE",361004130,"DONNELLEY R R & SONS CO",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 16:42:00.0",0,0,"rrd",1,"","2010Q1"
"0001193125-10-038977",313616,"DANAHER CORP /DE/",3823,"US","DC","WASHINGTON","20006","2099 PENNSYLVANIA AVE N.W., 12TH FLOOR","","2028280850","US","DC","WASHINGTON","20006","2099 PENNSYLVANIA AVE. N.W., 12TH FLOOR","","US","DE",591995548,"DMG INC",19850221,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 16:48:00.0",0,0,"dhr",1,"","2010Q1"
"0001193125-10-039013",1316631,"LIBERTY GLOBAL, INC.",4841,"US","CO","ENGLEWOOD","80112","12300 LIBERTY BOULEVARD","","720 875 5800","US","CO","ENGLEWOOD","80112","12300 LIBERTY BOULEVARD","","","",202197030,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 17:02:00.0",0,0,"lbtya",1,"","2010Q1"
"0001193125-10-039027",764180,"ALTRIA GROUP, INC.",2111,"US","VA","RICHMOND","23230","6601 WEST BROAD STREET","","(804) 274-2200","US","VA","RICHMOND","23230","6601 WEST BROAD STREET","","US","VA",133260245,"ALTRIA GROUP INC",20030127,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100224,"2010-02-24 17:24:00.0",0,0,"mo",1,"","2010Q1"
