adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001193125-10-187195	883569	FOSSIL INC	3873	US	TX	RICHARDSON	75082	2280 NORTH GREENVILLE AVE		9722342525	US	TX	RICHARDSON	75082	2280 N GREENVILLE		US	DE	752018505			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100812	2010-08-12 15:11:00.0	0	0	fosl-20100703.xml	1	
0001193125-10-187280	1297996	DIGITAL REALTY TRUST, INC.	6798	US	CA	SAN FRANCISCO	94105	560 MISSION STREET	SUITE 2900	(415)738-6500	US	CA	SAN FRANCISCO	94105	560 MISSION STREET	SUITE 2900	US	MD	000000000			1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100812	2010-08-12 16:21:00.0	0	0	dlr-20100630.xml	1	
0001193125-10-187380	1413159	TEXTAINER GROUP HOLDINGS LTD	7359	BM		HAMILTON	HM HX	CENTURY HOUSE	16 PAR-LA-VILLE ROAD	(441) 296-2500	BM		HAMILTON	HM HX	CENTURY HOUSE	16 PAR-LA-VILLE ROAD	BM		980530316			2-ACC	0	1231	6-K	20100630	2010	Q2	20100812	2010-08-12 17:02:00.0	0	0	tgh-20100630.xml	1	
0001437749-10-002582	353944	INTERNATIONAL GAME TECHNOLOGY	3990	US	NV	RENO	89510	9295 PROTOTYPE DRIVE	P O BOX 10580	7754487777	US	NV	RENO	89511	9295 PROTOTYPE DRIVE		US	NV	880173041			1-LAF	1	0930	10-Q	20100630	2010	Q3	20100812	2010-08-11 17:33:00.0	0	0	igt-20100630.xml	1	
0000314808-10-000121	314808	ENSCO PLC	1381	GB		LONDON	W1J5BQ	6 CHESTERFIELD GARDENS		4402076594660	GB		LONDON	W1J5BQ	6 CHESTERFIELD GARDENS				980635229	ENSCO INTERNATIONAL PLC	20091223	1-LAF	0	1231	8-K	20091231	2009	FY	20100813	2010-08-13 12:45:00.0	0	0	esv-20091231.xml	1	
0000314808-10-000123	314808	ENSCO PLC	1381	GB		LONDON	W1J5BQ	6 CHESTERFIELD GARDENS		4402076594660	GB		LONDON	W1J5BQ	6 CHESTERFIELD GARDENS				980635229	ENSCO INTERNATIONAL PLC	20091223	1-LAF	0	1231	8-K	20100331	2010	Q1	20100813	2010-08-13 12:49:00.0	0	0	esv-20100331.xml	1	
0000950123-10-077097	53669	JOHNSON CONTROLS INC	2531	US	WI	MILWAUKEE	53201	5757 N GREEN BAY AVENUE	P O BOX 591	4145241200	US	WI	MILWAUKEE	53201	5757 N GREEN BAY AVENUE	P O BOX 591	US	WI	390380010			1-LAF	1	0930	10-Q/A	20100630	2010	Q3	20100813	2010-08-13 11:22:00.0	0	1	jci-20100630.xml	1	
0000950123-10-077137	1013871	NRG ENERGY, INC.	4911	US	NJ	PRINCETON	08540	211 CARNEGIE CENTER	-	609-524-4500	US	NJ	PRINCETON	08540	211 CARNEGIE CENTER	-	US	DE	411724239	NRG ENERGY INC	19960509	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100813	2010-08-13 12:48:00.0	0	1	nrg-20100630.xml	1	
0000950123-10-077309	923796	GEO GROUP INC	8744	US	FL	BOCA RATON	33487	621 NW 53RD STREET	SUITE 700	561-893-0101	US	FL	BOCA RATON	33487	621 NW 53RD STREET	SUITE 700	US	FL	650043078	WACKENHUT CORRECTIONS CORP	19940525	1-LAF	1	1231	10-Q	20100630	2010	Q2	20100813	2010-08-13 16:05:00.0	0	0	geo-20100704.xml	1	
0000950123-10-077359	8858	AVNET INC	5065	US	AZ	PHOENIX	85034	2211 SOUTH 47TH STREET		4806432000	US	AZ	PHOENIX	85034	2211 SOUTH 47TH STREET		US	NY	111890605			1-LAF	1	0630	10-K	20100630	2010	FY	20100813	2010-08-13 16:39:00.0	0	0	avt-20100703.xml	1	
0000950123-10-077390	106040	WESTERN DIGITAL CORP	3572	US	CA	LAKE FOREST	92630	20511 LAKE FOREST DRIVE		9499325000	US	CA	LAKE FOREST	92630	20511 LAKE FOREST DRIVE		US	DE	330956711	GENERAL DIGITAL CORP	19730125	1-LAF	1	0630	10-K	20100630	2010	FY	20100813	2010-08-13 16:57:00.0	0	0	wdc-20100702.xml	1	
0000950123-10-077419	107263	WILLIAMS COMPANIES INC	4922	US	OK	TULSA	74172	ONE WILLIAMS CTR		9185732000	US	OK	TULSA	74172	ONE WILLIAM CENTER		US	DE	730569878	WILLIAMS BROTHERS COMPANIES	19710817	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100813	2010-08-13 17:11:00.0	0	1	wmb-20100630.xml	1	
0001104659-10-044227	795403	WATTS WATER TECHNOLOGIES INC	3490	US	MA	NORTH ANDOVER	01845	815 CHESTNUT ST		9786881811	US	MA	NORTH ANDOVER	01845	815 CHESTNUT STREET		US	DE	042916536	WATTS INDUSTRIES INC	19920703	1-LAF	0	1231	10-Q	20100630	2010	Q2	20100813	2010-08-13 10:08:00.0	0	0	wts-20100704.xml	1	
0001104659-10-044291	865436	WHOLE FOODS MARKET INC	5411	US	TX	AUSTIN	78703	550 BOWIE STREET		5124774455	US	TX	AUSTIN	78703	550 BOWIE STREET		US	TX	741989366			1-LAF	0	0930	10-Q	20100630	2010	Q3	20100813	2010-08-13 11:54:00.0	0	0	wfmi-20100704.xml	1	
0001140361-10-033428	867773	SUNPOWER CORP	3674	US	CA	SAN JOSE	95134	3939 NORTH FIRST STREET		408-240-5500	US	CA	SAN JOSE	95134	3939 NORTH FIRST STREET		US	DE	943008969			1-LAF	1	1231	10-Q	20100630	2010	Q2	20100813	2010-08-13 16:57:00.0	0	0	spwra-20100704.xml	1	
0001193125-10-187976	67099	MITSUI & CO LTD	5172	JP		TOKYO	100-0004	2-1 OTEMACHI 1 CHOME	CHIYODA-KU	81-3-3285-7910	JP		TOKYO	100-0004	2-1 OTEMACHI 1 CHOME	CHIYODA-KU			980110185			1-LAF	1	0331	20-F	20100331	2009	FY	20100813	2010-08-13 06:30:00.0	0	0	mitsy-20100331.xml	1	
0001193125-10-188510	1080224	EDGAR ONLINE INC	7389	US	CT	NORWALK	06854	50 WASHINGTON ST		2038525666	US	CT	NORWALK	06854	50 WASHINGTON ST		US	DE	061447017			5-SML	0	1231	10-Q	20100630	2010	Q2	20100813	2010-08-13 13:32:00.0	0	1	edgr-20100630.xml	1	
0001193125-10-188539	106535	WEYERHAEUSER CO	2400	US	WA	FEDERAL WAY	98003	33663 WEYERHAEUSER WAY SOUTH		2539242345	US	WA	FEDERAL WAY	98003	33663 WEYERHAEUSER WAY SOUTH		US	WA	910470860			1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100813	2010-08-13 13:51:00.0	0	1	wy-20100630.xml	1	
0001193125-10-188617	316709	SCHWAB CHARLES CORP	6211	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		415-667-7000	US	CA	SAN FRANCISCO	94105	211 MAIN STREET		US	DE	943025021			1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100813	2010-08-13 14:44:00.0	0	1	schw-20100630.xml	1	
0001193125-10-188769	80424	PROCTER & GAMBLE CO	2840	US	OH	CINCINNATI	45202	ONE PROCTER & GAMBLE PLAZA		5139831100	US	OH	CINCINNATI	45202	ONE PROCTER & GAMBLE PLAZA		US	OH	310411980			1-LAF	1	0630	10-K	20100630	2010	FY	20100813	2010-08-13 16:02:00.0	0	1	pg-20100630.xml	1	
0000950123-10-077935	922864	APARTMENT INVESTMENT & MANAGEMENT CO	6798	US	CO	DENVER	80237	4582 S ULSTER ST PARKWAY		3037578101	US	CO	DENVER	80237	4582 S ULSTER ST PARKWAY		US	MD	841259577			1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100816	2010-08-16 15:05:00.0	0	0	aiv-20100630.xml	1	
0000950123-10-077951	926660	AIMCO PROPERTIES LP	6513	US	CO	DENVER	80237	4582 S ULSTER ST PARKWAY	SUITE 1100	3037578101	US	CO	DENVER	80237	4582 S ULSTER ST PARKWAY	SUITE 1100	US	DE	841275621			2-ACC	1	1231	10-Q/A	20100630	2010	Q2	20100816	2010-08-16 15:30:00.0	0	0	aimco-20100630.xml	1	
0000950123-10-077973	1407539	LIBERTY ACQUISITION HOLDINGS CORP.	6770	US	NY	NEW YORK	10036	1114 AVENUE OF THE AMERICAS, 41ST FLOOR		2123802230	US	NY	NEW YORK	10036	1114 AVENUE OF THE AMERICAS, 41ST FLOOR		US	DE	260490500			1-LAF	0	1231	10-Q	20100630	2010	Q2	20100816	2010-08-16 16:02:00.0	0	0	lia-20100630.xml	1	
0001193125-10-189374	67088	MITSUBISHI UFJ FINANCIAL GROUP INC	6029	JP		TOKYO	100-8330	7-1 MARUNOUCHI 2-CHOME	CHIYODA-KU	2125301784	US	NY	NEW YORK	10020-1104	1251 AVENUE OF THE AMERICAS 10020-1104				000000000	BANK OF TOKYO MITSUBISHI LTD /ADR/	20010402	1-LAF	1	0331	20-F	20100331	2009	FY	20100816	2010-08-16 06:28:00.0	0	0	mtu-20100331.xml	1	
0001193125-10-189803	86144	SAFEWAY INC	5411	US	CA	PLEASANTON	94588	5918 STONERIDGE MALL RD		9254673000	US	CA	PLEASANTON	94588	5918 STONERIDGE MALL ROAD		US	DE	943019135	SAFEWAY STORES INC	19900226	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100816	2010-08-16 11:55:00.0	0	1	swy-20100619.xml	1	
0000950123-10-078328	6769	APACHE CORP	1311	US	TX	HOUSTON	77056-4400	2000 POST OAK BLVD	STE 100	7132966000	US	TX	HOUSTON	77056-4400	2000 POST OAK BLVD	STE 100	US	DE	410747868	APACHE OIL CORP	19660830	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100817	2010-08-17 08:54:00.0	0	1	apa-20100630.xml	1	
0000950123-10-078376	1267395	ASPEN INSURANCE HOLDINGS LTD	6331	BM		HAMILTON HM 11	HM 11	MAXWELL ROBERTS BUILDING	1 CHURCH STREET	1 441 295 8201	BM		HAMILTON HM 11 BERMUDA	999999999	MAXWELL ROBERTS BUILDING	1 CHURCH STREET	BM		000000000			1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100817	2010-08-17 11:06:00.0	0	0	ahl-20100630.xml	1	
0000950123-10-078540	6281	ANALOG DEVICES INC	3674	US	MA	NORWOOD	02062	ONE TECHNOLOGY WAY		7813294700	US	MA	NORWOOD	02062	ONE TECHNOLOGY WAY		US	MA	042348234			1-LAF	1	1031	10-Q	20100731	2010	Q3	20100817	2010-08-17 16:16:00.0	0	1	adi-20100731.xml	1	
0000950123-10-078550	922621	ERIE INDEMNITY CO	6411	US	PA	ERIE	16530	100 ERIE INSURANCE PL		8148702000	US	PA	ERIE	16530	100 ERIE INSURANCE PLACE		US	PA	250466020			1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100817	2010-08-17 16:25:00.0	0	0	erie-20100630.xml	1	
0000950123-10-078561	1113481	MEDICINES CO /DE	2834	US	NJ	PARSIPPANY	07054	8 SYLVAN WAY		973-290-6000	US	NJ	PARSIPPANY	07054	8 SYLVAN WAY		US	DE	043324394	MEDICINES CO/ MA	20000504	2-ACC	0	1231	10-Q/A	20100630	2010	Q2	20100817	2010-08-17 16:43:00.0	0	0	mdco-20100630.xml	1	
0001157523-10-005132	1201792	AMERICAN PUBLIC EDUCATION INC	8200	US	WV	CHARLES TOWN	25414	111 W CONGRESS STREET		3047243700	US	WV	CHARLES TOWN	25414	111 W CONGRESS STREET		US	DE	010724376			2-ACC	0	1231	10-Q/A	20100630	2010	Q2	20100817	2010-08-17 17:17:00.0	0	0	apei-20100630.xml	1	
0001193125-10-190757	1104188	SOHU COM INC	7374	CN		BEIJING	100084	LEVEL 12, SOHU.COM INTERNET PLAZA	NO. 1 UNIT ZHONGGUANCUN EAST ROAD	011861062726666	US	MA	BOSTON	02110	C/O GOULSTON & STORRS, TIMOTHY BANCROFT	400 ATLANTIC AVENUE	US	DE	980204667			1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100817	2010-08-17 07:06:00.0	0	0	sohu-20100630.xml	1	
0001193125-10-191096	877212	ZEBRA TECHNOLOGIES CORP	3560	US	IL	LINCOLNSHIRE	60069	475 HALF DAY ROAD	SUITE 500	847-634-6700	US	IL	LINCOLNSHIRE	60069	475 HALF DAY ROAD	SUITE 500			362675536	ZEBRA TECHNOLOGIES CORP	20090508	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100817	2010-08-17 13:11:00.0	0	0	zbra-20100703.xml	1	
0001193125-10-191118	62709	MARSH & MCLENNAN COMPANIES, INC.	6411	US	NY	NEW YORK	10036	1166 AVENUE OF THE AMERICAS		2123455000	US	NY	NEW YORK	10036	1166 AVENUE OF THE AMERICAS		US	DE	362668272	MARSH & MCLENNAN COMPANIES INC	19920703	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100817	2010-08-17 13:44:00.0	0	1	mmc-20100630.xml	1	
0001398432-10-000527	879101	KIMCO REALTY CORP	6798	US	NY	NEW HYDE PARK	11042	3333 NEW HYDE PARK RD	PO BOX 5020	5168699000	US	NY	NEW HYDE PARKQ	11042	3333 NEW HYDE PARK ROAD	PO BOX 5020	US	MD				1-LAF	1	1231	10-K/A	20091231	2009	FY	20100817	2010-08-17 14:01:00.0	0	0	kim-20091231.xml	1	
0001193125-10-191777	1046311	CHOICE HOTELS INTERNATIONAL INC /DE	7011	US	MD	SILVER SPRING	20901	10750 COLUMBIA PIKE		3015925181	US	MD	SILVER SPRING	20901	10750 COLUMBIA PIKE		US	DE	521209792	CHOICE HOTELS FRANCHISING INC	19971118	1-LAF	0	1231	8-K	20100630	2010	Q2	20100818	2010-08-18 08:44:00.0	0	0	chh-20100817.xml	1	
0001193125-10-192025	38777	FRANKLIN RESOURCES INC	6282	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY	BUILDING 920	650-312-2000	US	CA	SAN MATEO	94403	FRANKLIN RESOURCES INC	ONE FRANKLIN PARKWAY	US	DE	132670991			1-LAF	0	0930	10-Q/A	20100630	2010	Q3	20100818	2010-08-18 13:02:00.0	0	1	ben-20100630.xml	1	
0000751652-10-000051	751652	QUESTAR CORP	1311	US	UT	SALT LAKE CITY	84145	180 EAST 100 SOUTH ST	PO BOX 45433	8015345000	US	UT	SALT LAKE CITY	84145	180 EAST 100 SOUTH ST	P O BOX 45433	US	UT	870407509			1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100819	2010-08-19 13:15:00.0	0	1	str-20100630.xml	1	
0000935703-10-000042	935703	DOLLAR TREE INC	5331	US	VA	CHESAPEAKE	23320	500 VOLVO PARKWAY	N/A	(757) 321-5000	US	VA	CHESAPEAKE	23320	500 VOLVO PARKWAY		US	VA	541387365	DOLLAR TREE STORES INC	19950117	1-LAF	1	0131	10-Q	20100731	2010	Q2	20100819	2010-08-19 09:01:00.0	0	0	dltr-20100731.xml	1	
0000950123-10-079212	740694	KAYDON CORP	3562	US	MI	ANN ARBOR	48108	315 E. EISENHOWER PARKWAY, SUITE 300		7347477025							US	DE	133186040			1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100819	2010-08-19 17:06:00.0	0	0	kdn-20100703.xml	1	
0001104659-10-045103	791519	STAPLES INC	5940	US	MA	FRAMINGHAM	01702	500 STAPLES DRIVE	P O BOX 9328	5082535000	US	MA	FRAMINGHAM	01702	500 STAPLES DR		US	DE	042896127			1-LAF	0	0131	10-Q	20100731	2010	Q2	20100819	2010-08-19 06:12:00.0	0	1	spls-20100731.xml	1	
0001104659-10-045198	778438	BERRY PETROLEUM CO	1311	US	CO	DENVER	80202	1999 BROADWAY	SUITE 3700	303-999-4400	US	CO	DENVER	80202	1999 BROADWAY	SUITE 3700	US	DE	770079387			1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100819	2010-08-19 16:43:00.0	0	0	bry-20100630.xml	1	
0001193125-10-193035	1047122	RAYTHEON CO/	3812	US	MA	WALTHAM	02451-1449	870 WINTER STREET		781-522-3031	US	MA	WALTHAM	02451-1449	870 WINTER STREET		US	DE	951778500	HE HOLDINGS INC	19971001	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100819	2010-08-19 15:10:00.0	0	1	rtn-20100627.xml	1	
0001193125-10-193144	1103982	KRAFT FOODS INC	2000	US	IL	NORTHFIELD	60093	THREE LAKES DRIVE		8476462000	US	IL	NORTHFIELD	60093	THREE LAKES DRIVE		US	VA	522284372			1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100819	2010-08-19 16:35:00.0	0	1	kft-20100630.xml	1	
0000920148-10-000073	920148	LABORATORY CORP OF AMERICA HOLDINGS	8071	US	NC	BURLINGTON	27215	358 S MAIN ST		3362291127	US	NC	BURLINGTON	27215	358 S MAIN ST		US	DE	133757370	NATIONAL HEALTH LABORATORIES HOLDINGS INC	19940314	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100820	2010-08-20 13:55:00.0	0	1	lh-20100630.xml	1	
0000950123-10-079598	1289236	BIOMED REALTY TRUST INC	6798	US	CA	SAN DIEGO	92128	17190 BERNARDO CENTER DRIVE		858-485-9840	US	CA	SAN DIEGO	92128	17190 BERNARDO CENTER DRIVE		US	MD	000000000	BIOMED PROPERTY TRUST INC	20040504	1-LAF	0	1231	S-4	20100630	2010	Q2	20100820	2010-08-20 16:15:00.0	1	0	bmr-20100630.xml	2	1301932
0001193125-10-193532	1310067	SEARS HOLDINGS CORP	5311	US	IL	HOFFMAN ESTATES	60179	3333 BEVERLY ROAD		847-286-2500	US	IL	HOFFMAN ESTATES	60179	3333 BEVERLY ROAD		US	DE	201920798	SEARS HOLDINGS CORP	20041129	1-LAF	0	0131	10-Q	20100731	2010	Q2	20100820	2010-08-20 06:05:00.0	0	0	shld-20100731.xml	1	
0001193125-10-193608	1002638	OPEN TEXT CORP	7373	CA	ON	ONTARIO CANADA	N2L 0A1	275 FRANK TOMPA DRIVE	WATERLOO	519-888-7111	CA	ON	ONTARIO CANADA	N2L 0A1	275 FRANK TOMPA DRIVE	WATERLOO	CA	ON	980154400			1-LAF	1	0630	10-K	20100630	2010	FY	20100820	2010-08-20 08:01:00.0	0	0	otex-20100630.xml	1	
0001193125-10-193626	55067	KELLOGG CO	2040	US	MI	BATTLE CREEK	49016-3599	ONE KELLOGG SQ	P O BOX 3599	2699612000	US	MI	BATTLE CREEK	49016-3599	ONE KELLOGG SQUARE	P O BOX 3599	US	DE	380710690			1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100820	2010-08-20 08:34:00.0	0	1	k-20100703.xml	1	
0001193125-10-194134	874214	ANNTAYLOR STORES CORP	5621	US	NY	NEW YORK	10036	7 TIMES SQUARE	15TH FLOOR	2125413300	US	NY	NEW YORK	10036	7 TIMES SQUARE	15TH FLOOR	US	DE	133499319	TAYLOR ANN STORES CORP	19960221	1-LAF	0	0131	10-Q	20100731	2010	Q2	20100820	2010-08-20 15:30:00.0	0	0	ann-20100731.xml	1	
0000899689-10-000032	899689	VORNADO REALTY TRUST	6798	US	NY	NEW YORK	10019	888 SEVENTH AVE		212-894-7000	US	NY	NEW YORK	10019	888 SEVENTH AVE		US	MD	221657560			1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100823	2010-08-23 16:52:00.0	0	1	vno-20100630.xml	1	
0000941548-10-000045	941548	CAMERON INTERNATIONAL CORP	3533	US	TX	HOUSTON	77027	1333 WEST LOOP SOUTH	STE 1700	7135133322	US	TX	HOUSTON	77027	1333 WEST LOOP SOUTH	STE 1700	US	DE	760451843	COOPER CAMERON CORP	19950315	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100823	2010-08-20 17:47:00.0	0	1	cam-20100630.xml	1	
0000950123-10-079889	1418135	DR PEPPER SNAPPLE GROUP, INC.	2080	US	TX	PLANO	75024	5301 LEGACY DRIVE		(972) 673-7000	US	TX	PLANO	75024	5301 LEGACY DRIVE		US	DE	753258232	CSAB INC.	20071109	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100823	2010-08-23 14:54:00.0	0	1	dps-20100630.xml	1	
0001193125-10-194981	788784	PUBLIC SERVICE ENTERPRISE GROUP INC	4931	US	NJ	NEWARK	07102-4194	CORPORATE ACCOUNTING SERVICES	80 PARK PLAZA, 9TH FLOOR	973-430-7000	US	NJ	NEWARK	07102-4194	CORPORATE ACCOUNTING SERVICES	80 PARK PLAZA, 9TH FLOOR	US	NJ	222625848			1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100823	2010-08-23 16:11:00.0	0	1	peg-20100630.xml	1	
0001193125-10-194985	773910	ANADARKO PETROLEUM CORP	1311	US	TX	THE WOODLANDS	77380-1046	1201 LAKE ROBBINS DRIVE		832-636-3276	US	TX	THE WOODLANDS	77380	1201 LAKE ROBBINS DR.		US	DE	760146568			1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100823	2010-08-23 16:16:00.0	0	1	apc-20100630.xml	1	
0001193125-10-195058	4281	ALCOA INC	3350	US	PA	PITTSBURGH	15212-5858	201 ISABELLA ST	ALCOA CORPORATE CTR	4125532576	US	PA	PITTSBURGH	15212-5858	801 ISABELLA ST	ALCOA CORPORATE CTR	US	PA	250317820	ALUMINUM CO OF AMERICA	19920703	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100823	2010-08-23 17:07:00.0	0	1	aa-20100630.xml	1	
0000950123-10-080248	1128928	FLOWERS FOODS INC	2000	US	GA	THOMASVILLE	31757	1919 FLOWERS CIRCLE		9122269110	US	GA	THOMASVILLE	31757	1919 FLOWERS CIRCLE		US	GA	582582379			1-LAF	1	1231	10-Q	20100731	2010	Q3	20100824	2010-08-24 14:38:00.0	0	0	flo-20100717.xml	1	
0000950123-10-080283	1145460	ALERE INC.	2835	US	MA	WALTHAM	02453	51 SAWYER ROAD	SUITE 200	7816473900	US	MA	WALTHAM	02453	51 SAWYER ROAD	SUITE 200	US	DE	043565120	INVERNESS MEDICAL INNOVATIONS INC	20010720	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100824	2010-08-24 15:53:00.0	0	0	alr-20100630.xml	1	
0001107694-10-000038	1107694	RACKSPACE HOSTING, INC.	7370	US	TX	SAN ANTONIO	78218	5000 WALZEM RD.		2103124000	US	TX	SAN ANTONIO	78218	5000 WALZEM RD.				743016523	RACKSPACE INC	20080403	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100824	2010-08-24 11:01:00.0	0	0	rax-20100630.xml	1	
0000950103-10-002508	936402	SHIRE PLC	2834	GB		HAMPSHIRE ENGLAND RG	R924 8EP	HAMPSHIRE INTL BUSINESS PARK	CHINEHAM BASINGSTOKE	441256894000	GB		HAMPSHIRE ENGLAND RG	R924 8EP	HAMPSHIRE INTL BUSINESS PARK	CHINEHAM BASINGSTOKE			000000000	SHIRE LTD.	20080523	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100825	2010-08-25 07:45:00.0	0	1	shpgf-20100630.xml	1	
0000950123-10-080878	919012	AMERICAN EAGLE OUTFITTERS INC	5651	US	PA	PITTSBURGH	15203	77 HOT METAL STREET		4124323300	US	PA	PITTSBURGH	15203	77 HOT METAL STREET		US	DE	132721761			1-LAF	1	0131	10-Q	20100731	2010	Q2	20100825	2010-08-25 16:40:00.0	0	0	aeo-20100731.xml	1	
0001032975-10-000019	1032975	LOGITECH INTERNATIONAL SA	3577	US	CA	FREMONT	94555	6505 KAISER DR	C/O LOGITECH INC	5107958500	US	CA	FREMONT	94555	6505 KAISER DR				000000000			1-LAF	1	0331	10-Q/A	20100630	2010	Q1	20100825	2010-08-25 16:34:00.0	0	0	logi-20100630.xml	1	
0001144204-10-046543	1137411	ROCKWELL COLLINS INC	3728	US	IA	CEDAR RAPIDS	52498	400 COLLINS ROAD NE		3192951000							US	DE	522314475			1-LAF	0	0930	10-Q/A	20100630	2010	Q3	20100825	2010-08-25 12:25:00.0	0	1	col-20100630.xml	1	
0001144204-10-046620	1116132	COACH INC	3100	US	NY	NEW YORK	10001	516 WEST 34TH ST		2125941850	US	NY	NEW YORK	10001	516 WEST 34TH ST		US	MD	522242751			1-LAF	1	0630	10-K	20100630	2010	FY	20100825	2010-08-25 16:13:00.0	0	1	coh-20100703.xml	1	
0001158449-10-000091	1158449	ADVANCE AUTO PARTS INC	5531	US	VA	ROANOKE	24012	5673 AIRPORT RD		5405613225	US	VA	ROANOKE	24012	5673 AIRPORT RD		US	DE	542049910			1-LAF	1	1231	10-Q	20100731	2010	Q3	20100825	2010-08-25 17:27:00.0	0	0	aap-20100717.xml	1	
0001193125-10-196204	1335730	MIZUHO FINANCIAL GROUP INC	6021	JP		CHIYODA-KU, TOKYO	100-8333	5-1, MARUNOUCHI 2-CHOME		81-3-5224-1111	JP		CHIYODA-KU, TOKYO	100-8333	5-1, MARUNOUCHI 2-CHOME				000000000			1-LAF	1	0331	20-F/A	20100331	2009	FY	20100825	2010-08-25 06:14:00.0	0	0	mfg-20100331.xml	1	
0001193125-10-196539	766701	CAPSTEAD MORTGAGE CORP	6798	US	TX	DALLAS	75225	8401 NORTH CENTRAL EXPRESSWAY	STE 800	2148742323	US	TX	DALLAS	75225	8401 NORTH CENTRAL EXPRESSWAY	STE 800	US	MD	752027937	LOMAS MORTGAGE CORP	19891105	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100825	2010-08-25 12:49:00.0	0	0	cmo-20100630.xml	1	
0001206774-10-001881	8670	AUTOMATIC DATA PROCESSING INC	7374	US	NJ	ROSELAND	07068	ONE ADP BOULVARD		9739747849	US	NJ	ROSELAND	07068	ONE ADP BOULEVARD		US	DE	221467904			1-LAF	1	0630	10-K	20100630	2010	FY	20100825	2010-08-25 15:20:00.0	0	1	adp-20100630.xml	1	
0001292814-10-002783	1119639	PETROBRAS - PETROLEO BRASILEIRO SA	1311	BR		RIO DE JANERIO RJ BR	20035-900	AVENIDA REPUBLICA DO CHILE 65		55-21-534-4477	BR		RIO DE JANERIO RJ BR	20035-900	AVENIDA REPUBLICA DO CHILE 65		BR		000000000	BRAZILIAN PETROLEUM CORP	20000717	1-LAF	0	1231	6-K	20100630	2010	Q2	20100825	2010-08-24 21:01:00.0	0	0	pbra-20100630.xml	1	
0000912728-10-000027	912728	FORWARD AIR CORP	4731	US	TN	GREENEVILLE	37745	430 AIRPORT RD		4236367000	US	TN	GREENEVILLE	37744	P.O. BOX 1058		US	TN	621120025	LANDAIR SERVICES INC	19930928	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100826	2010-08-26 10:29:00.0	0	0	fwrd-20100630.xml	1	
0001094093-10-000176	1094093	PROGRESS ENERGY INC	4911	US	NC	RALEIGH	27601	410 S WILMINGTON ST		9195466463	US	NC	RALEIGH	27601	410 S WILMINGTON ST		US	NC	562155481	CP&L ENERGY INC	20000314	1-LAF	1	1231	10-Q/A	20100630	2010	Q2	20100826	2010-08-26 15:16:00.0	0	1	pgn-20100630.xml	1	
0001104659-10-046030	18230	CATERPILLAR INC	3531	US	IL	PEORIA	61629	100 NE ADAMS ST		3096751000	US	IL	PEORIA	61629	100 NE ADAMS ST		US	DE	370602744	CATERPILLAR TRACTOR CO	19860623	1-LAF	0	1231	10-Q/A	20100630	2010	Q2	20100826	2010-08-26 12:50:00.0	0	1	cat-20100630.xml	1	
